arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms,input_tokens,output_tokens,replicated
gemma3_4b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,0,W3,HIGH,0.88,[gemma3:4b] Coolant flow sensor W3 showing a significant drop — potential cooling system failure.,False,1,16702.515840530396,1662,77,False
gemma3_4b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,1,W3,HIGH,0.88,[gemma3:4b] Coolant flow sensor W3 showing a significant drop — potential cooling system failure.,False,1,16702.515840530396,1662,77,True
gemma3_4b__production,T10-typo50-v2,coolant vlow disruptfion on Machine 5,2,W3,HIGH,0.88,[gemma3:4b] Coolant flow sensor W3 showing a significant drop — potential cooling system failure.,False,1,16702.515840530396,1662,77,True
gemma3_4b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,0,W3,HIGH,0.88,[gemma3:4b] Coolant flow sensor W3 showing a significant disruption — likely a major cooling system failure.,False,1,16853.219985961914,1662,79,False
gemma3_4b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,1,W3,HIGH,0.88,[gemma3:4b] Coolant flow sensor W3 showing a significant disruption — likely a major cooling system failure.,False,1,16853.219985961914,1662,79,True
gemma3_4b__production,T10-typo50-v3,coolant dlow djsruption on Machine 5,2,W3,HIGH,0.88,[gemma3:4b] Coolant flow sensor W3 showing a significant disruption — likely a major cooling system failure.,False,1,16853.219985961914,1662,79,True
gemma3_4b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,0,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure – immediate shutdown required.,False,1,15999.176502227783,1661,73,False
gemma3_4b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,1,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure – immediate shutdown required.,False,1,15999.176502227783,1661,73,True
gemma3_4b__production,T11-typo25-v1,catsatrophic bearing failure on Machine 1,2,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure – immediate shutdown required.,False,1,15999.176502227783,1661,73,True
gemma3_4b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,0,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure — immediate shutdown required.,False,1,15311.871767044067,1660,73,False
gemma3_4b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,1,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure — immediate shutdown required.,False,1,15311.871767044067,1660,73,True
gemma3_4b__production,T11-typo25-v2,catastrophic bearig failure on Machine 1,2,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure — immediate shutdown required.,False,1,15311.871767044067,1660,73,True
gemma3_4b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,0,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure.,False,1,15587.179899215698,1660,69,False
gemma3_4b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,1,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure.,False,1,15587.179899215698,1660,69,True
gemma3_4b__production,T11-typo25-v3,catastrophic bearing failurte on Machine 1,2,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure.,False,1,15587.179899215698,1660,69,True
gemma3_4b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing catastrophic failure — motor seized.,False,1,16281.007528305054,1662,71,False
gemma3_4b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing catastrophic failure — motor seized.,False,1,16281.007528305054,1662,71,True
gemma3_4b__production,T11-typo50-v1,catastrophjic gearing failure on Machine 1,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing catastrophic failure — motor seized.,False,1,16281.007528305054,1662,71,True
gemma3_4b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,0,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure on Machine 1.,False,1,16967.08583831787,1662,78,False
gemma3_4b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,1,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure on Machine 1.,False,1,16967.08583831787,1662,78,True
gemma3_4b__production,T11-typo50-v2,cayastrophic bearing fgailure on Machine 1,2,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure on Machine 1.,False,1,16967.08583831787,1662,78,True
gemma3_4b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,0,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure on Machine 1.,False,1,16935.577154159546,1661,73,False
gemma3_4b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,1,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure on Machine 1.,False,1,16935.577154159546,1661,73,True
gemma3_4b__production,T11-typo50-v3,catastrophic earing failurer on Machine 1,2,Xs2,HIGH,0.98,[gemma3:4b] Bearing temperature sensor Xs2 showing catastrophic failure on Machine 1.,False,1,16935.577154159546,1661,73,True
gemma3_4b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16356.201887130737,1661,69,False
gemma3_4b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16356.201887130737,1661,69,True
gemma3_4b__production,T12-typo25-v1,cojplete motor breakdown on Machine 2,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16356.201887130737,1661,69,True
gemma3_4b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16089.523077011108,1660,69,False
gemma3_4b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16089.523077011108,1660,69,True
gemma3_4b__production,T12-typo25-v2,omplete motor breakdown on Machine 2,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16089.523077011108,1660,69,True
gemma3_4b__production,T12-typo25-v3,comllete motor breakdown on Machine 2,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16259.810209274292,1661,69,False
gemma3_4b__production,T12-typo25-v3,comllete motor breakdown on Machine 2,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16259.810209274292,1661,69,True
gemma3_4b__production,T12-typo25-v3,comllete motor breakdown on Machine 2,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16259.810209274292,1661,69,True
gemma3_4b__production,T12-typo50-v1,complete motolr breakdkwn on Machine 2,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16347.745656967163,1663,69,False
gemma3_4b__production,T12-typo50-v1,complete motolr breakdkwn on Machine 2,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16347.745656967163,1663,69,True
gemma3_4b__production,T12-typo50-v1,complete motolr breakdkwn on Machine 2,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16347.745656967163,1663,69,True
gemma3_4b__production,T12-typo50-v2,complete moor breakdonw on Machine 2,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16078.117847442627,1661,69,False
gemma3_4b__production,T12-typo50-v2,complete moor breakdonw on Machine 2,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16078.117847442627,1661,69,True
gemma3_4b__production,T12-typo50-v2,complete moor breakdonw on Machine 2,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure.,False,1,16078.117847442627,1661,69,True
gemma3_4b__production,T12-typo50-v3,cmoplete moror breakdown on Machine 2,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure — immediate shutdown required.,False,1,17906.164407730103,1662,88,False
gemma3_4b__production,T12-typo50-v3,cmoplete moror breakdown on Machine 2,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure — immediate shutdown required.,False,1,17906.164407730103,1662,88,True
gemma3_4b__production,T12-typo50-v3,cmoplete moror breakdown on Machine 2,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing complete motor failure — immediate shutdown required.,False,1,17906.164407730103,1662,88,True
gemma3_4b__production,T13-typo25-v1,oip pressure rupture on Machine 3,0,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,16738.88397216797,1660,78,False
gemma3_4b__production,T13-typo25-v1,oip pressure rupture on Machine 3,1,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,16738.88397216797,1660,78,True
gemma3_4b__production,T13-typo25-v1,oip pressure rupture on Machine 3,2,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,16738.88397216797,1660,78,True
gemma3_4b__production,T13-typo25-v2,oil pressue rupture on Machine 3,0,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,16935.718774795532,1660,78,False
gemma3_4b__production,T13-typo25-v2,oil pressue rupture on Machine 3,1,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,16935.718774795532,1660,78,True
gemma3_4b__production,T13-typo25-v2,oil pressue rupture on Machine 3,2,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,16935.718774795532,1660,78,True
gemma3_4b__production,T13-typo25-v3,oik pressure rupture on Machine 3,0,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate shutdown required.,False,1,16560.97960472107,1660,77,False
gemma3_4b__production,T13-typo25-v3,oik pressure rupture on Machine 3,1,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate shutdown required.,False,1,16560.97960472107,1660,77,True
gemma3_4b__production,T13-typo25-v3,oik pressure rupture on Machine 3,2,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate shutdown required.,False,1,16560.97960472107,1660,77,True
gemma3_4b__production,T13-typo50-v1,oil pressuhre rupturew on Machine 3,0,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,17037.343740463257,1662,78,False
gemma3_4b__production,T13-typo50-v1,oil pressuhre rupturew on Machine 3,1,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,17037.343740463257,1662,78,True
gemma3_4b__production,T13-typo50-v1,oil pressuhre rupturew on Machine 3,2,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing a rupture — immediate shutdown required.,False,1,17037.343740463257,1662,78,True
gemma3_4b__production,T13-typo50-v2,oilo pressure rutpure on Machine 3,0,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate system shutdown required.,False,1,16863.110303878784,1661,78,False
gemma3_4b__production,T13-typo50-v2,oilo pressure rutpure on Machine 3,1,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate system shutdown required.,False,1,16863.110303878784,1661,78,True
gemma3_4b__production,T13-typo50-v2,oilo pressure rutpure on Machine 3,2,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate system shutdown required.,False,1,16863.110303878784,1661,78,True
gemma3_4b__production,T13-typo50-v3,iol prtessure rupture on Machine 3,0,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate shutdown required.,False,1,17353.27959060669,1663,87,False
gemma3_4b__production,T13-typo50-v3,iol prtessure rupture on Machine 3,1,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate shutdown required.,False,1,17353.27959060669,1663,87,True
gemma3_4b__production,T13-typo50-v3,iol prtessure rupture on Machine 3,2,Xs4,HIGH,0.98,[gemma3:4b] Oil pressure sensor Xs4 showing rupture — immediate shutdown required.,False,1,17353.27959060669,1663,87,True
gemma3_4b__production,T14-typo25-v1,expolosion in Machine 4,0,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a catastrophic spike — likely a hydraulic rupture.,False,1,16909.966230392456,1659,76,False
gemma3_4b__production,T14-typo25-v1,expolosion in Machine 4,1,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a catastrophic spike — likely a hydraulic rupture.,False,1,16909.966230392456,1659,76,True
gemma3_4b__production,T14-typo25-v1,expolosion in Machine 4,2,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a catastrophic spike — likely a hydraulic rupture.,False,1,16909.966230392456,1659,76,True
gemma3_4b__production,T14-typo25-v2,explosino in Machine 4,0,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — potential hydraulic system rupture.,False,1,16978.811502456665,1658,76,False
gemma3_4b__production,T14-typo25-v2,explosino in Machine 4,1,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — potential hydraulic system rupture.,False,1,16978.811502456665,1658,76,True
gemma3_4b__production,T14-typo25-v2,explosino in Machine 4,2,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — potential hydraulic system rupture.,False,1,16978.811502456665,1658,76,True
gemma3_4b__production,T14-typo25-v3,eplosion in Machine 4,0,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a catastrophic spike — likely a hydraulic rupture.,False,1,17108.42800140381,1659,76,False
gemma3_4b__production,T14-typo25-v3,eplosion in Machine 4,1,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a catastrophic spike — likely a hydraulic rupture.,False,1,17108.42800140381,1659,76,True
gemma3_4b__production,T14-typo25-v3,eplosion in Machine 4,2,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a catastrophic spike — likely a hydraulic rupture.,False,1,17108.42800140381,1659,76,True
gemma3_4b__production,T14-typo50-v1,exposion in Machine 4,0,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — immediate system shutdown required.,False,1,16761.394500732422,1658,76,False
gemma3_4b__production,T14-typo50-v1,exposion in Machine 4,1,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — immediate system shutdown required.,False,1,16761.394500732422,1658,76,True
gemma3_4b__production,T14-typo50-v1,exposion in Machine 4,2,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — immediate system shutdown required.,False,1,16761.394500732422,1658,76,True
gemma3_4b__production,T14-typo50-v2,xplosion in Machine 4,0,Xs7,HIGH,0.98,[gemma3:4b] Torque sensor Xs7 showing a catastrophic spike — likely a mechanical explosion.,False,1,17247.111082077026,1659,80,False
gemma3_4b__production,T14-typo50-v2,xplosion in Machine 4,1,Xs7,HIGH,0.98,[gemma3:4b] Torque sensor Xs7 showing a catastrophic spike — likely a mechanical explosion.,False,1,17247.111082077026,1659,80,True
gemma3_4b__production,T14-typo50-v2,xplosion in Machine 4,2,Xs7,HIGH,0.98,[gemma3:4b] Torque sensor Xs7 showing a catastrophic spike — likely a mechanical explosion.,False,1,17247.111082077026,1659,80,True
gemma3_4b__production,T14-typo50-v3,explosiuon in Machine 4,0,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — likely a catastrophic hydraulic failure.,False,1,16482.68747329712,1659,77,False
gemma3_4b__production,T14-typo50-v3,explosiuon in Machine 4,1,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — likely a catastrophic hydraulic failure.,False,1,16482.68747329712,1659,77,True
gemma3_4b__production,T14-typo50-v3,explosiuon in Machine 4,2,Xs8,HIGH,0.98,[gemma3:4b] Hydraulic PSI sensor Xs8 showing a critical spike — likely a catastrophic hydraulic failure.,False,1,16482.68747329712,1659,77,True
gemma3_4b__production,T15-typo25-v1,shaft olck on Machine 5,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16629.49776649475,1659,77,False
gemma3_4b__production,T15-typo25-v1,shaft olck on Machine 5,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16629.49776649475,1659,77,True
gemma3_4b__production,T15-typo25-v1,shaft olck on Machine 5,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16629.49776649475,1659,77,True
gemma3_4b__production,T15-typo25-v2,sahft lock on Machine 5,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16829.501628875732,1659,77,False
gemma3_4b__production,T15-typo25-v2,sahft lock on Machine 5,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16829.501628875732,1659,77,True
gemma3_4b__production,T15-typo25-v2,sahft lock on Machine 5,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16829.501628875732,1659,77,True
gemma3_4b__production,T15-typo25-v3,shaft lck on Machine 5,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16725.274085998535,1659,77,False
gemma3_4b__production,T15-typo25-v3,shaft lck on Machine 5,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16725.274085998535,1659,77,True
gemma3_4b__production,T15-typo25-v3,shaft lck on Machine 5,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16725.274085998535,1659,77,True
gemma3_4b__production,T15-typo50-v1,shaft olck on Machine 5,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,17062.00098991394,1659,77,False
gemma3_4b__production,T15-typo50-v1,shaft olck on Machine 5,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,17062.00098991394,1659,77,True
gemma3_4b__production,T15-typo50-v1,shaft olck on Machine 5,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,17062.00098991394,1659,77,True
gemma3_4b__production,T15-typo50-v2,xhaft lock on Machine 5,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,17214.028358459473,1659,77,False
gemma3_4b__production,T15-typo50-v2,xhaft lock on Machine 5,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,17214.028358459473,1659,77,True
gemma3_4b__production,T15-typo50-v2,xhaft lock on Machine 5,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,17214.028358459473,1659,77,True
gemma3_4b__production,T15-typo50-v3,shaft llck on Machine 5,0,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16761.27314567566,1659,77,False
gemma3_4b__production,T15-typo50-v3,shaft llck on Machine 5,1,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16761.27314567566,1659,77,True
gemma3_4b__production,T15-typo50-v3,shaft llck on Machine 5,2,W0,HIGH,0.98,[gemma3:4b] RPM sensor W0 showing shaft lock — immediate motor failure.,False,1,16761.27314567566,1659,77,True
gemma3_4b__production,T16-typo25-v1,bearing overhaet on metal press,0,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — potential bearing failure imminent.,False,1,16935.728311538696,1659,74,False
gemma3_4b__production,T16-typo25-v1,bearing overhaet on metal press,1,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — potential bearing failure imminent.,False,1,16935.728311538696,1659,74,True
gemma3_4b__production,T16-typo25-v1,bearing overhaet on metal press,2,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — potential bearing failure imminent.,False,1,16935.728311538696,1659,74,True
gemma3_4b__production,T16-typo25-v2,bearing overheqt on metal press,0,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16844.261169433594,1658,74,False
gemma3_4b__production,T16-typo25-v2,bearing overheqt on metal press,1,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16844.261169433594,1658,74,True
gemma3_4b__production,T16-typo25-v2,bearing overheqt on metal press,2,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16844.261169433594,1658,74,True
gemma3_4b__production,T16-typo25-v3,baring overheat on metal press,0,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating on the metal press – immediate bearing failure likely.,False,1,17434.183597564697,1658,78,False
gemma3_4b__production,T16-typo25-v3,baring overheat on metal press,1,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating on the metal press – immediate bearing failure likely.,False,1,17434.183597564697,1658,78,True
gemma3_4b__production,T16-typo25-v3,baring overheat on metal press,2,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating on the metal press – immediate bearing failure likely.,False,1,17434.183597564697,1658,78,True
gemma3_4b__production,T16-typo50-v1,bearing overheta on metla press,0,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing significant overheat on Metla press – immediate shutdown required.,False,1,17739.109754562378,1659,78,False
gemma3_4b__production,T16-typo50-v1,bearing overheta on metla press,1,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing significant overheat on Metla press – immediate shutdown required.,False,1,17739.109754562378,1659,78,True
gemma3_4b__production,T16-typo50-v1,bearing overheta on metla press,2,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing significant overheat on Metla press – immediate shutdown required.,False,1,17739.109754562378,1659,78,True
gemma3_4b__production,T16-typo50-v2,beraing overhest on metal press,0,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16791.04995727539,1660,74,False
gemma3_4b__production,T16-typo50-v2,beraing overhest on metal press,1,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16791.04995727539,1660,74,True
gemma3_4b__production,T16-typo50-v2,beraing overhest on metal press,2,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16791.04995727539,1660,74,True
gemma3_4b__production,T16-typo50-v3,bearing ovgerheat on mstal press,0,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16893.232583999634,1660,74,False
gemma3_4b__production,T16-typo50-v3,bearing ovgerheat on mstal press,1,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16893.232583999634,1660,74,True
gemma3_4b__production,T16-typo50-v3,bearing ovgerheat on mstal press,2,Xs2,HIGH,0.88,[gemma3:4b] Bearing temperature sensor Xs2 showing overheating — immediate bearing failure likely.,False,1,16893.232583999634,1660,74,True
gemma3_4b__production,T17-typo25-v1,oil pressure surge on QC lnie,0,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16698.769330978394,1659,75,False
gemma3_4b__production,T17-typo25-v1,oil pressure surge on QC lnie,1,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16698.769330978394,1659,75,True
gemma3_4b__production,T17-typo25-v1,oil pressure surge on QC lnie,2,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16698.769330978394,1659,75,True
gemma3_4b__production,T17-typo25-v2,oil pressure surge on QC lkine,0,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,17293.440580368042,1660,75,False
gemma3_4b__production,T17-typo25-v2,oil pressure surge on QC lkine,1,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,17293.440580368042,1660,75,True
gemma3_4b__production,T17-typo25-v2,oil pressure surge on QC lkine,2,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,17293.440580368042,1660,75,True
gemma3_4b__production,T17-typo25-v3,oil pressue surge on QC line,0,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16373.332500457764,1659,75,False
gemma3_4b__production,T17-typo25-v3,oil pressue surge on QC line,1,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16373.332500457764,1659,75,True
gemma3_4b__production,T17-typo25-v3,oil pressue surge on QC line,2,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16373.332500457764,1659,75,True
gemma3_4b__production,T17-typo50-v1,oikl pressures surge on QC line,0,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16403.906106948853,1659,75,False
gemma3_4b__production,T17-typo50-v1,oikl pressures surge on QC line,1,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16403.906106948853,1659,75,True
gemma3_4b__production,T17-typo50-v1,oikl pressures surge on QC line,2,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a surge — potential hydraulic system failure.,False,1,16403.906106948853,1659,75,True
gemma3_4b__production,T17-typo50-v3,oil pressure xurge on QC likne,0,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a significant surge — potential hydraulic system failure.,False,1,16790.06290435791,1660,76,False
gemma3_4b__production,T17-typo50-v3,oil pressure xurge on QC likne,1,Xs4,HIGH,0.88,[gemma3:4b] Oil pressure sensor Xs4 showing a significant surge — potential hydraulic system failure.,False,1,16790.06290435791,1660,76,True
